"name","slug","sourceGroups","forwardRank","midfieldRank","defenderRank","excludedFromGroups","fc27Url","fc26Url","matchedBy"
"Alejandro Grimaldo García","alejandro-grimaldo-garcia","defender","","","37","","https://www.futbin.com/27/player/553/alejandro-grimaldo-garcia","https://www.futbin.com/26/player/1024/alejandro-grimaldo-garcia","defender-slug"
"Eric García Martret","eric-garcia-martret","defender","","","38","","https://www.futbin.com/27/player/554/eric-garcia-martret","","unmatched"
"Rúben Diogo da Silva Neves","ruben-diogo-da-silva-neves","defender","","","39","","https://www.futbin.com/27/player/566/ruben-diogo-da-silva-neves","","unmatched"
"Marcos Llorente Moreno","marcos-llorente-moreno","defender","","","40","","https://www.futbin.com/27/player/715/marcos-llorente-moreno","https://www.futbin.com/26/player/952/marcos-llorente-moreno","defender-slug"
"Leah Williamson","leah-williamson","defender","","","41","","https://www.futbin.com/27/player/743/leah-williamson","https://www.futbin.com/26/player/98/leah-williamson","defender-slug"
"Jules Koundé","jules-kounde","defender","","","42","","https://www.futbin.com/27/player/746/jules-kounde","https://www.futbin.com/26/player/223/jules-kounde","defender-slug"
"Naomi Girma","naomi-girma","defender","","","43","","https://www.futbin.com/27/player/157/naomi-girma","https://www.futbin.com/26/player/563/naomi-girma","defender-slug"
"Ezri Konsa","ezri-konsa","defender","","","44","","https://www.futbin.com/27/player/294/ezri-konsa","https://www.futbin.com/26/player/403/ezri-konsa","defender-slug"
"Waldemar Anton","waldemar-anton","defender","","","45","","https://www.futbin.com/27/player/336/waldemar-anton","","unmatched"
"Vanessa Gilles","vanessa-gilles","defender","","","46","","https://www.futbin.com/27/player/380/vanessa-gilles","https://www.futbin.com/26/player/17381/vanessa-gilles","defender-slug"
"Giulia Gwinn","giulia-gwinn","defender","","","47","","https://www.futbin.com/27/player/384/giulia-gwinn","https://www.futbin.com/26/player/302/giulia-gwinn","defender-slug"
"Glódís Perla Viggósdóttir","glodis-perla-viggosdottir","defender","","","48","","https://www.futbin.com/27/player/387/glodis-perla-viggosdottir","https://www.futbin.com/26/player/1069/glodis-perla-viggosdottir","defender-slug"
"Janina Minge","janina-minge","defender","","","49","","https://www.futbin.com/27/player/388/janina-minge","https://www.futbin.com/26/player/1078/janina-minge","defender-slug"
"Reece James","reece-james","defender","","","50","","https://www.futbin.com/27/player/420/reece-james","","unmatched"
"Gianluca Mancini","gianluca-mancini","defender","","","51","","https://www.futbin.com/27/player/471/gianluca-mancini","https://www.futbin.com/26/player/205/gianluca-mancini","defender-slug"
"Aurélien Tchouaméni","aurelien-tchouameni","defender","","","53","","https://www.futbin.com/27/player/558/aurelien-tchouameni","https://www.futbin.com/26/player/884/aurelien-tchouameni","defender-slug"
"Aymeric Laporte","aymeric-laporte","defender","","","54","","https://www.futbin.com/27/player/561/aymeric-laporte","","unmatched"
"Ibrahima Konaté","ibrahima-konate","defender","","","55","","https://www.futbin.com/27/player/562/ibrahima-konate","https://www.futbin.com/26/player/251/ibrahima-konate","defender-slug"
"Wendie Renard","wendie-renard","defender","","","56","","https://www.futbin.com/27/player/629/wendie-renard","https://www.futbin.com/26/player/17313/wendie-renard","defender-slug"
"Ingrid Syrstad Engen","ingrid-syrstad-engen","defender","","","57","","https://www.futbin.com/27/player/630/ingrid-syrstad-engen","https://www.futbin.com/26/player/17326/ingrid-syrstad-engen","defender-slug"
"Éder Gabriel Militão","eder-gabriel-militao","defender","","","58","","https://www.futbin.com/27/player/680/eder-gabriel-militao","https://www.futbin.com/26/player/811/eder-gabriel-militao","defender-slug"
"Trent Alexander-Arnold","trent-alexander-arnold","defender","","","59","","https://www.futbin.com/27/player/681/trent-alexander-arnold","https://www.futbin.com/26/player/244/trent-alexander-arnold","defender-slug"
"Taylor Flint","taylor-flint","defender","","","60","","https://www.futbin.com/27/player/703/taylor-flint","","unmatched"
"Steph Catley","steph-catley","defender","","","62","","https://www.futbin.com/27/player/749/steph-catley","https://www.futbin.com/26/player/17315/steph-catley","defender-slug"
"Jurriën Timber","jurrien-timber","defender","","","63","","https://www.futbin.com/27/player/762/jurrien-timber","","unmatched"
"Piero Hincapié","piero-hincapie","defender","","","64","","https://www.futbin.com/27/player/763/piero-hincapie","https://www.futbin.com/26/player/398/piero-hincapie","defender-slug"
"Jade Rose","jade-rose","defender","","","65","","https://www.futbin.com/27/player/125/jade-rose","","unmatched"
"Matthias Ginter","matthias-ginter","defender","","","66","","https://www.futbin.com/27/player/354/matthias-ginter","","unmatched"
"David Raum","david-raum","defender","","","67","","https://www.futbin.com/27/player/360/david-raum","","unmatched"
"Min Jae Kim","min-jae-kim","defender","","","68","","https://www.futbin.com/27/player/364/min-jae-kim","","unmatched"
"Maximilian Mittelstädt","maximilian-mittelstadt","defender","","","69","","https://www.futbin.com/27/player/370/maximilian-mittelstadt","","unmatched"
"Willi Orbán","willi-orban","defender","","","70","","https://www.futbin.com/27/player/371/willi-orban","https://www.futbin.com/26/player/1015/willi-orban","defender-slug"
"Magdalena Eriksson","magdalena-eriksson","defender","","","71","","https://www.futbin.com/27/player/389/magdalena-eriksson","","unmatched"
"Nico O'Reilly","nico-oreilly","defender","","","72","","https://www.futbin.com/27/player/435/nico-oreilly","","unmatched"
"Amir Rrahmani","amir-rrahmani","defender","","","73","","https://www.futbin.com/27/player/474/amir-rrahmani","https://www.futbin.com/26/player/279/amir-rrahmani","defender-slug"
"Manuel Akanji","manuel-akanji","defender","","","74","","https://www.futbin.com/27/player/476/manuel-akanji","","unmatched"
"Evan Ndicka","evan-ndicka","defender","","","75","","https://www.futbin.com/27/player/477/evan-ndicka","","unmatched"
"María Méndez Fernández","maria-mendez-fernandez","defender","","","76","","https://www.futbin.com/27/player/507/maria-mendez-fernandez","","unmatched"
"Lauren Eduarda Leal Costa","lauren-eduarda-leal-costa","defender","","","77","","https://www.futbin.com/27/player/509/lauren-eduarda-leal-costa","","unmatched"
"Iñigo Martínez Berridi","inigo-martinez-berridi","defender","","","78","","https://www.futbin.com/27/player/571/inigo-martinez-berridi","https://www.futbin.com/26/player/725/inigo-martinez-berridi","defender-slug"
"Roger Ibañez da Silva","roger-ibanez-da-silva","defender","","","79","","https://www.futbin.com/27/player/572/roger-ibanez-da-silva","","unmatched"
"Lewis Hall","lewis-hall","defender","","","80","","https://www.futbin.com/27/player/595/lewis-hall","","unmatched"
"Griedge Mbock","griedge-mbock","defender","","","81","","https://www.futbin.com/27/player/633/griedge-mbock","https://www.futbin.com/26/player/17378/griedge-mbock","defender-slug"
"Ashley Lawrence","ashley-lawrence","defender","","","82","","https://www.futbin.com/27/player/636/ashley-lawrence","https://www.futbin.com/26/player/17319/ashley-lawrence","defender-slug"
"Olga Carmona García","olga-carmona-garcia","defender","","","83","","https://www.futbin.com/27/player/637/olga-carmona-garcia","https://www.futbin.com/26/player/17316/olga-carmona-garcia","defender-slug"
"Denzel Dumfries","denzel-dumfries","defender","","","84","","https://www.futbin.com/27/player/682/denzel-dumfries","https://www.futbin.com/26/player/17318/denzel-dumfries","defender-slug"
"Antonio Rüdiger","antonio-rudiger","defender","","","85","","https://www.futbin.com/27/player/683/antonio-rudiger","https://www.futbin.com/26/player/240/antonio-rudiger","defender-slug"
"Pedro Antonio Porro Sauceda","pedro-antonio-porro-sauceda","defender","","","86","","https://www.futbin.com/27/player/689/pedro-antonio-porro-sauceda","https://www.futbin.com/26/player/404/pedro-antonio-porro-sauceda","defender-slug"
"Emily Sonnett","emily-sonnett","defender","","","87","","https://www.futbin.com/27/player/710/emily-sonnett","https://www.futbin.com/26/player/17360/emily-sonnett","defender-slug"
"Matheus Luiz Nunes","matheus-luiz-nunes","defender","","","88","","https://www.futbin.com/27/player/719/matheus-luiz-nunes","","unmatched"
"Warren Zaïre-Emery","warren-zaire-emery","defender","","","89","","https://www.futbin.com/27/player/774/warren-zaire-emery","","unmatched"
"Dávid Hancko","david-hancko","defender","","","90","","https://www.futbin.com/27/player/780/david-hancko","https://www.futbin.com/26/player/17353/david-hancko","defender-slug"
"João Pedro Cavaco Cancelo","joao-pedro-cavaco-cancelo","defender","","","91","","https://www.futbin.com/27/player/787/joao-pedro-cavaco-cancelo","https://www.futbin.com/26/player/735/joao-pedro-cavaco-cancelo","defender-slug"
"Niamh Charles","niamh-charles","defender","","","92","","https://www.futbin.com/27/player/120/niamh-charles","","unmatched"
"Carolin Simon","carolin-simon","defender","","","93","","https://www.futbin.com/27/player/394/carolin-simon","","unmatched"
"Sara Doorsoun","sara-doorsoun","defender","","","94","","https://www.futbin.com/27/player/397/sara-doorsoun","https://www.futbin.com/26/player/17324/sara-doorsoun","defender-slug"
"Maxence Lacroix","maxence-lacroix","defender","","","95","","https://www.futbin.com/27/player/422/maxence-lacroix","","unmatched"
"Eva María Navarro García","eva-maria-navarro-garcia","defender","","","96","","https://www.futbin.com/27/player/500/eva-maria-navarro-garcia","","unmatched"
"Maëlle Lakrar","maelle-lakrar","defender","","","97","","https://www.futbin.com/27/player/501/maelle-lakrar","","unmatched"
"Paula Fernández Jiménez","paula-fernandez-jimenez","defender","","","98","","https://www.futbin.com/27/player/503/paula-fernandez-jimenez","","unmatched"
"Danilo Luís Hélio Pereira","danilo-luis-helio-pereira","defender","","","99","","https://www.futbin.com/27/player/576/danilo-luis-helio-pereira","","unmatched"
"Kalidou Koulibaly","kalidou-koulibaly","defender","","","100","","https://www.futbin.com/27/player/578/kalidou-koulibaly","","unmatched"
