resourceId,name,rating,position,alternatePositions,pace,shooting,passing,dribbling,defending,physical,skills,weakFoot,playstyleCount,playstyles,goldPlaystyleCount,goldPlaystyles,historicalFc26PopularCount,fc27PopularityScore,matchingFc26EvolutionCount,matchingFc26Evolutions,club,league,isBigClub,isTopLeague,prelaunchPriceSnapshot,launchPriceReference
223710,Vedat Muriqi,81,ST,,62,83,66,71,33,83,3,4,3,Power Shot | Precision Header | Enforcer,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Fenerbahçe,Trendyol Süper Lig,false,false,500,500
186153,Wojciech Szczęsny,81,GK,,78,79,74,81,36,82,1,3,0,,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,FC Barcelona,LALIGA EA SPORTS,true,false,750,3000
243771,Abby Smith,80,GK,,75,79,70,82,39,83,1,2,2,Footwork | 1v1 Close Down,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Denver Summit FC,NWSL,false,false,500,500
256769,Adrien Truffert,80,LB,LM,83,57,73,75,76,73,3,3,3,Whipped Pass | Intercept | Relentless,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,AFC Bournemouth,Premier League,false,true,500,500
272153,Ainoa,80,CM,CDM | CB,71,76,76,76,74,67,3,2,4,Precision Header | Tiki Taka | Intercept | Aerial Fortress,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Real Sociedad,Liga F Moeve,false,false,500,750
260599,Alan Varela,80,CDM,CM,69,65,75,76,77,80,3,3,3,Block | Slide Tackle | Press Proven,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,FC Porto,Liga Portugal,false,false,500,500
265092,Alice Sombath,80,CB,RB | CM,70,37,64,66,82,72,2,3,2,Long Ball Pass | Intercept,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Spurs,Barclays WSL,false,false,500,500
226335,Alyssa Naeher,80,GK,,79,80,83,76,46,86,1,3,1,Deflector,1,Far Throw,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Chicago Stars FC,NWSL,false,false,750,750
269811,Anaële Le Moguédec,80,CM,CAM | CDM,88,68,77,82,65,70,3,3,1,Intercept,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Paris FC,Arkema PL,false,false,500,500
258966,Andrea Cambiaso,80,LB,RB | LM | RM,80,72,78,80,74,72,3,4,3,Whipped Pass | Jockey | Quick Step,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Juventus,Serie A Enilive,false,false,500,500
260952,Andreas Schjelderup,80,LW,LM,81,75,75,82,42,59,3,4,5,Finesse Shot | Incisive Pass | Technical | First Touch | Quick Step,0,,0,,10,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,SL Benfica,Liga Portugal,false,false,500,1500
246287,Ángela Sosa,80,CM,CDM | RM | RW,77,78,84,82,64,77,4,3,4,Finesse Shot | Dead Ball | Pinged Pass | Long Ball Pass,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Madrid CFF,Liga F Moeve,false,false,500,500
279811,Avery Patterson,80,RB,RM | LB | RW,68,66,75,79,79,66,3,3,1,Intercept,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Houston Dash,NWSL,false,false,500,500
190674,Benjamin André,80,CDM,CM,54,64,73,76,79,83,3,3,4,Precision Header | Long Ball Pass | Intercept | Aerial Fortress,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,LOSC Lille,Ligue 1 McDonald's,false,false,500,750
240913,Caoimhín Kelleher,80,GK,,80,77,79,82,51,80,1,4,1,Footwork,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Brentford,Premier League,false,true,750,750
272500,Carlos Baleba,80,CDM,CM,74,70,76,79,78,78,3,3,3,Power Shot | Intercept | Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Man Utd,Premier League,true,true,500,750
270728,Carlos Romero,80,LB,LM,81,75,77,80,77,74,3,4,4,Whipped Pass | Jockey | Block | Anticipate,0,,0,,11,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Villarreal CF,LALIGA EA SPORTS,false,false,750,500
250954,Chris Richards,80,CB,,65,27,60,66,81,78,2,3,2,Aerial Fortress | Long Throw,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Crystal Palace,Premier League,false,true,500,500
267200,Claudia Dickey,80,GK,,77,78,75,81,37,83,1,2,0,,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Seattle Reign,NWSL,false,false,750,500
231736,Danielle Colaprico,80,CM,CDM,81,76,77,81,74,68,3,4,1,Anticipate,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Houston Dash,NWSL,false,false,500,750
186146,Danny Welbeck,80,ST,,54,82,73,77,45,77,3,4,3,Tiki Taka | Press Proven | Enforcer,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Chelsea,Premier League,false,true,750,1000
264963,Daphné Corboz,80,CDM,CM,69,75,79,82,75,79,3,4,3,Incisive Pass | Block | Anticipate,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Paris FC,Arkema PL,false,false,500,500
239807,Davide Frattesi,80,CM,CAM,80,77,77,80,73,74,3,4,0,,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Latium,Serie A Enilive,false,false,500,750
272257,Elba Vergés,80,CB,,65,61,67,68,81,78,2,1,4,Precision Header | Long Ball Pass | Block | Aerial Fortress,0,,0,,11,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,C. Adeje Tenerife,Liga F Moeve,false,false,500,750
255303,Elia Caprile,80,GK,,79,76,76,85,51,80,1,3,1,Footwork,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Cagliari,Serie A Enilive,false,false,750,500
226162,Emiliano Buendía,80,LM,CAM | LW | CM,65,78,81,84,66,60,4,4,1,Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Aston Villa,Premier League,false,true,500,500
71494,Emma Sears,80,RM,RW,89,72,75,78,44,68,3,3,3,Whipped Pass | Aerial Fortress | Rapid,0,,0,,12,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Rac. Louisville,NWSL,false,false,500,500
246350,Enzo Le Fée,80,CAM,LM | CM | LW,64,72,81,82,69,64,4,3,4,Incisive Pass | Pinged Pass | Technical | First Touch,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Sunderland,Premier League,false,true,500,500
76687,Estêvão,80,RM,RW,89,76,75,84,33,57,4,3,4,Finesse Shot | Inventive | Technical | Quick Step,0,,0,,10,Intro to Evolutions | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Chelsea,Premier League,false,true,750,1000
228630,Esther Sullastres,80,GK,,79,79,77,75,48,81,1,3,2,Far Throw | Footwork,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Sevilla FC,Liga F Moeve,false,false,750,750
235735,Ethan Ampadu,80,CDM,CM,68,55,75,73,78,79,2,4,4,Long Ball Pass | Aerial Fortress | Press Proven | Long Throw,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Leeds United,Premier League,false,true,500,500
235805,Federico Chiesa,80,RM,ST | RW,87,79,75,83,44,68,4,4,3,Finesse Shot | Rapid | Quick Step,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Liverpool,Premier League,true,true,4400,9500
235152,Ferdi Kadıoğlu,80,LB,RB | CM,79,68,76,80,76,67,3,4,2,Jockey | Relentless,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Brighton,Premier League,false,true,750,750
247463,Folarin Balogun,80,ST,,84,80,63,78,24,71,3,4,1,Acrobatic,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,AS Monaco,Ligue 1 McDonald's,false,false,750,750
258729,Gabri Veiga,80,CM,CAM,76,77,79,80,62,73,4,4,5,Low Driven Shot | Gamechanger | Incisive Pass | Tiki Taka | First Touch,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,FC Porto,Liga Portugal,false,false,500,500
270571,Gabriel Sara,80,CM,CDM | CAM,79,75,83,81,68,76,4,4,4,Power Shot | Dead Ball | Incisive Pass | Inventive,0,,0,,13,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Galatasaray,Trendyol Süper Lig,false,false,500,750
257179,Gonçalo Inácio,80,CB,,76,37,71,73,81,81,2,2,5,Precision Header | Pinged Pass | Long Ball Pass | Jockey | Aerial Fortress,0,,0,,10,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Sporting CP,Liga Portugal,false,false,500,750
256903,Gonçalo Ramos,80,ST,,72,79,65,76,47,79,2,4,4,Finesse Shot | Precision Header | Aerial Fortress | Press Proven,0,,0,,13,Intro to Evolutions | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Milano FC,Serie A Enilive,false,false,500,750
224411,Guedes,80,LW,RM | ST | LM,81,82,77,78,37,68,4,4,3,Power Shot | Low Driven Shot | Rapid,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Real Sociedad,LALIGA EA SPORTS,false,false,750,750
273227,Hinata Miyazawa,80,CDM,LM | CM | LW,63,59,78,76,74,74,3,3,1,Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Manchester Utd,Barclays WSL,false,false,500,500
275029,Ibrahim Maza,80,CAM,CM | CDM,74,69,77,85,64,66,4,4,5,Incisive Pass | Tiki Taka | Inventive | Technical | Press Proven,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Leverkusen,Bundesliga,false,false,500,750
258781,Illia Zabarnyi,80,CB,,77,37,65,64,81,80,2,3,3,Long Ball Pass | Jockey | Aerial Fortress,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Paris SG,Ligue 1 McDonald's,true,false,500,750
232498,Isi,80,CAM,RM | ST | CM,80,77,80,82,40,65,3,3,3,Dead Ball | Rapid | First Touch,0,,0,,16,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Rayo Vallecano,LALIGA EA SPORTS,false,false,500,750
276887,Isina Corte,80,CAM,LM | CM | LW,87,78,74,78,36,75,3,2,1,Enforcer,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,DUX Logroño,Liga F Moeve,false,false,500,500
266401,Jaelin Howell,80,CDM,CM,65,64,70,78,76,77,3,4,4,Intercept | Anticipate | Aerial Fortress | Press Proven,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Gotham FC,NWSL,false,false,500,750
271568,Jelena Čanković,80,CM,CDM,71,79,76,82,62,71,4,3,3,Chip Shot | Power Shot | Technical,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Brighton,Barclays WSL,false,false,500,500
276694,Johan Manzambi,80,CM,CDM | CAM,71,74,73,83,70,71,4,3,1,Power Shot,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Aston Villa,Premier League,false,true,500,750
259516,Johnny Cardoso,80,CDM,CM,74,67,75,77,79,78,3,2,2,Intercept | Bruiser,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Atlético de Madrid,LALIGA EA SPORTS,false,false,750,750
250955,Josip Stanišić,80,RB,CB | LB | RM,76,46,69,71,81,75,2,4,1,Anticipate,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,FC Bayern München,Bundesliga,true,false,500,500
226376,Kaku,80,CAM,ST | CM | CDM,80,74,81,80,54,66,4,2,3,Finesse Shot | Dead Ball | Incisive Pass,0,,0,,16,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Al Ain FC,United Emirates League,false,false,500,500
265273,Katie Zelem,80,CDM,CM,65,78,81,79,77,81,4,3,3,Dead Ball | Incisive Pass | Bruiser,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,West Ham,Barclays WSL,false,false,750,10000
267276,Kayla Sharples,80,CB,,50,45,53,64,83,72,2,2,2,Precision Header | Aerial Fortress,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,KC Current,NWSL,false,false,500,500
193041,Keylor Navas,80,GK,,80,79,74,81,54,80,1,3,2,Far Throw | Far Reach,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Pumas,Liga BBVA MX,false,false,750,
275138,Lamine Camara,80,CM,CDM,79,69,82,79,71,72,3,3,3,Dead Ball | Tiki Taka | First Touch,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,AS Monaco,Ligue 1 McDonald's,false,false,750,500
265317,Laura Blindkilde Brown,80,CDM,CM,73,66,72,79,80,54,3,5,0,,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Manchester City,Barclays WSL,true,false,500,1000
264995,Laura Dick,80,GK,,79,77,76,82,38,78,1,2,2,Long Ball Pass | Cross Claimer,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,TSG Hoffenheim,GPFBL,false,false,750,500
243780,Lee Kang In,80,RW,CAM | RM | CM,72,76,81,83,52,63,4,3,6,Finesse Shot | Dead Ball | Long Ball Pass | Whipped Pass | Inventive | Technical,0,,0,,9,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Footwork Phenom | Whipped Pass+ | Cornerstones | Iron Will,Atlético de Madrid,LALIGA EA SPORTS,false,false,500,500
202884,Leonardo Spinazzola,80,LB,LM,84,68,76,79,76,67,4,4,2,Inventive | Quick Step,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,SSC Napoli,Serie A Enilive,false,false,500,750
222492,Leroy Sané,80,RM,LM | RW | LW,84,79,78,83,29,65,4,2,5,Power Shot | Gamechanger | Incisive Pass | Rapid | Quick Step,0,,0,,10,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Galatasaray,Trendyol Süper Lig,false,false,750,750
277951,Lily Yohannes,80,CM,CDM | CAM,73,74,75,81,68,68,3,2,1,Incisive Pass,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,OL Lyonnes,Arkema PL,false,false,500,500
264925,Lisanne Gräwe,80,CM,CDM,54,71,75,78,69,70,3,3,3,Power Shot | Intercept | Relentless,0,,0,,14,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Union Berlin,GPFBL,false,false,500,500
269972,Lou Bogaert,80,LB,LM,82,51,71,75,77,69,3,2,2,Intercept | Relentless,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,VfL Wolfsburg,GPFBL,false,false,500,500
251752,Lucas Chevalier,80,GK,,83,75,73,84,50,78,1,3,1,1v1 Close Down,0,,0,,8,Intro to Training Camp EVOs I | Intro to Training Camp EVOs II | The Debut | Relentless Pressure | Long Ball Pass | Pinged Pass | Whipped Pass+ | Cornerstones,Paris SG,Ligue 1 McDonald's,true,false,750,2000
200458,Lucas Digne,80,LB,LM,66,68,79,76,78,73,2,3,2,Whipped Pass | Long Throw,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Paris SG,Ligue 1 McDonald's,true,false,750,500
215270,Lucas Zelarayán,80,CAM,ST | CM,77,77,78,82,44,68,4,3,5,Dead Ball | Gamechanger | Whipped Pass | Inventive | Technical,0,,0,,14,Intro to Evolutions | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Cover Athlete | Passing Prodigy | One Shot | Complete Connection | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Belgrano,LPF,false,false,500,500
266970,Lucia Di Guglielmo,80,RB,LB,90,41,71,71,75,65,2,3,1,Block,0,,0,,12,Intro to Evolutions | Intro to Training Camp EVOs II | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Washington Spirit,NWSL,false,false,500,750
241023,Ludmila,80,ST,CAM,87,77,71,81,38,81,4,4,4,Power Shot | Gamechanger | Rapid | Enforcer,0,,0,,12,Intro to Evolutions | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,San Diego Wave,NWSL,false,false,750,
253417,Lynn Wilms,80,RB,CB | RM,79,66,81,74,77,77,3,3,3,Dead Ball | Incisive Pass | Anticipate,0,,0,,13,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,Aston Villa,Barclays WSL,false,false,500,500
208461,Marten de Roon,80,CM,CDM,52,73,78,76,83,78,3,3,4,Long Ball Pass | Jockey | Intercept | Bruiser,0,,0,,12,Intro to Evolutions | Intro to Rewards EVOs | Rising Guard | Passing Prodigy | One Shot | Complete Connection | Relentless Pressure | Footwork Phenom | Pinged Pass | Whipped Pass+ | Cornerstones | Iron Will,AS Roma,Serie A Enilive,false,false,500,500
248799,Mary Fowler,80,RM,ST | LM | RW,80,77,77,81,60,64,3,5,1,Dead Ball,0,,0,,15,Intro to Evolutions | Intro to Training Camp EVOs II | Intro to Rewards EVOs | Club Member Reward | Rising Guard | Passing Prodigy | One Shot | Relentless Pressure | Long Ball Pass | Footwork Phenom | Pinged Pass | ST Advanced Forward+ | Whipped Pass+ | Cornerstones | Iron Will,Manchester City,Barclays WSL,true,false,500,750
